year,region,country,sector,instrument_type,amount_usd_mn
2019,Middle East & North Africa,Jordan,Cross-cutting,Grant,72.85
2018,Middle East & North Africa,Jordan,Cross-cutting,Grant,87.96
2017,Middle East & North Africa,Jordan,Cross-cutting,Grant,87.67
2016,Middle East & North Africa,Jordan,Cross-cutting,Grant,60.78
2015,Middle East & North Africa,Jordan,Cross-cutting,Grant,97.41
2013,South Asia,Nepal,Cross-cutting,Grant,71.94
2022,South Asia,Nepal,Cross-cutting,Grant,130.26
2021,South Asia,Nepal,Cross-cutting,Grant,160.88
2020,South Asia,Nepal,Cross-cutting,Grant,136.37
2019,South Asia,Nepal,Cross-cutting,Grant,151.14
2018,South Asia,Nepal,Cross-cutting,Grant,174.52
2017,South Asia,Nepal,Cross-cutting,Grant,189.09
2016,South Asia,Nepal,Cross-cutting,Grant,162.83
2015,South Asia,Nepal,Cross-cutting,Grant,161.8
2018,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.82
2013,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.44
2022,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.69
2021,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.81
2020,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.33
2016,Latin America & Caribbean,Argentina,Cross-cutting,Grant,0.25
2019,Latin America & Caribbean,Argentina,Cross-cutting,Grant,1.1
2019,Europe & Central Asia,Turkey,Cross-cutting,Grant,11.19
2018,Europe & Central Asia,Turkey,Cross-cutting,Grant,9.45
2017,Europe & Central Asia,Turkey,Cross-cutting,Grant,17.51
2016,Europe & Central Asia,Turkey,Cross-cutting,Grant,28.34
2015,Europe & Central Asia,Turkey,Cross-cutting,Grant,17.06
2014,Europe & Central Asia,Turkey,Cross-cutting,Grant,16.27
2013,Europe & Central Asia,Turkey,Cross-cutting,Grant,19.53
2022,Europe & Central Asia,Turkey,Cross-cutting,Grant,3.22
2021,Europe & Central Asia,Turkey,Cross-cutting,Grant,14.7
2017,East Asia & Pacific,Indonesia,Cross-cutting,Grant,19.61
2022,East Asia & Pacific,Indonesia,Cross-cutting,Grant,18.16
2021,East Asia & Pacific,Indonesia,Cross-cutting,Grant,16.22
2020,East Asia & Pacific,Indonesia,Cross-cutting,Grant,7.58
2019,East Asia & Pacific,Indonesia,Cross-cutting,Grant,11.84
2019,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,161.28
2018,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,65.98
2017,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,104.11
2016,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,72.79
2015,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,49.05
2014,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,81.45
2013,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,74.46
2022,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,91.95
2021,Middle East & North Africa,Tunisia,Cross-cutting,Concessional Loan,197.53
2014,South Asia,India,Cross-cutting,Grant,0.02
2021,South Asia,India,Cross-cutting,Grant,0.14
2017,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,4.42
2021,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,0.07
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,490.73
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,490.34
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,553.52
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,567.45
2017,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,561.33
2016,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,429.72
2015,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,602.31
2014,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,629.61
2013,Sub-Saharan Africa,Tanzania,Cross-cutting,Concessional Loan,706.83
2013,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.85
2022,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.9
2021,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.91
2020,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.82
2019,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.97
2018,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.04
2017,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.02
2016,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.37
2015,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,1.7
2013,East Asia & Pacific,Philippines,Cross-cutting,Grant,128.43
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,50.74
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,105.8
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,59.65
2019,East Asia & Pacific,Philippines,Cross-cutting,Grant,62.33
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,69.03
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,74.57
2016,East Asia & Pacific,Philippines,Cross-cutting,Grant,64.19
2015,East Asia & Pacific,Philippines,Cross-cutting,Grant,59.89
2013,Europe & Central Asia,Ukraine,Cross-cutting,Grant,227.23
2022,Europe & Central Asia,Ukraine,Cross-cutting,Grant,15457.01
2021,Europe & Central Asia,Ukraine,Cross-cutting,Grant,619.93
2020,Europe & Central Asia,Ukraine,Cross-cutting,Grant,352.75
2019,Europe & Central Asia,Ukraine,Cross-cutting,Grant,349.9
2018,Europe & Central Asia,Ukraine,Cross-cutting,Grant,529.88
2017,Europe & Central Asia,Ukraine,Cross-cutting,Grant,521.73
2016,Europe & Central Asia,Ukraine,Cross-cutting,Grant,809.91
2015,Europe & Central Asia,Ukraine,Cross-cutting,Grant,921.06
2013,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.04
2022,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,2.7
2021,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,4.94
2020,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,2.96
2019,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,1.8
2018,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.41
2017,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.19
2016,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.02
2015,Sub-Saharan Africa,Nigeria,Energy Efficiency,Grant,0.02
2013,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,32.66
2022,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,19.97
2021,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,16.45
2020,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,23.87
2019,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,14.21
2018,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,16.17
2017,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,43.6
2016,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,21.75
2015,Sub-Saharan Africa,Kenya,Climate Adaptation,Grant,20.61
2018,East Asia & Pacific,Indonesia,Cross-cutting,Grant,1.18
2022,East Asia & Pacific,Indonesia,Cross-cutting,Grant,0.53
2021,East Asia & Pacific,Indonesia,Cross-cutting,Grant,0.87
2013,Latin America & Caribbean,Argentina,Cross-cutting,Grant,3.73
2022,Latin America & Caribbean,Argentina,Cross-cutting,Grant,3.39
2021,Latin America & Caribbean,Argentina,Cross-cutting,Grant,5.49
2020,Latin America & Caribbean,Argentina,Cross-cutting,Grant,6.03
2019,Latin America & Caribbean,Argentina,Cross-cutting,Grant,4.26
2018,Latin America & Caribbean,Argentina,Cross-cutting,Grant,4.54
2017,Latin America & Caribbean,Argentina,Cross-cutting,Grant,3.17
2016,Latin America & Caribbean,Argentina,Cross-cutting,Grant,1.89
2015,Latin America & Caribbean,Argentina,Cross-cutting,Grant,1.17
2013,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,24.35
2022,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,163.53
2021,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,168.39
2020,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,93.14
2019,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,85.49
2018,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,102.28
2017,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,95.51
2016,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,77.8
2015,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,48.11
2013,South Asia,India,Climate Adaptation,Grant,28.07
2022,South Asia,India,Climate Adaptation,Grant,98.38
2021,South Asia,India,Climate Adaptation,Grant,102.7
2020,South Asia,India,Climate Adaptation,Grant,57.6
2019,South Asia,India,Climate Adaptation,Grant,234.5
2018,South Asia,India,Climate Adaptation,Grant,102.9
2017,South Asia,India,Climate Adaptation,Grant,98.22
2016,South Asia,India,Climate Adaptation,Grant,99.41
2015,South Asia,India,Climate Adaptation,Grant,44.38
2013,South Asia,India,Energy Efficiency,Grant,0.01
2017,Europe & Central Asia,Turkey,Climate Adaptation,Grant,479.19
2016,Europe & Central Asia,Turkey,Climate Adaptation,Grant,492.1
2015,Europe & Central Asia,Turkey,Climate Adaptation,Grant,96.17
2014,Europe & Central Asia,Turkey,Climate Adaptation,Grant,103.68
2013,Europe & Central Asia,Turkey,Climate Adaptation,Grant,36.08
2022,Europe & Central Asia,Turkey,Climate Adaptation,Grant,185.79
2021,Europe & Central Asia,Turkey,Climate Adaptation,Grant,203.2
2020,Europe & Central Asia,Turkey,Climate Adaptation,Grant,288.49
2019,Europe & Central Asia,Turkey,Climate Adaptation,Grant,310.89
2019,East Asia & Pacific,Indonesia,Energy Efficiency,Grant,0.05
2021,East Asia & Pacific,Indonesia,Energy Efficiency,Grant,0.21
2013,East Asia & Pacific,China,Cross-cutting,Grant,11.14
2022,East Asia & Pacific,China,Cross-cutting,Grant,2.16
2021,East Asia & Pacific,China,Cross-cutting,Grant,2.69
2020,East Asia & Pacific,China,Cross-cutting,Grant,2.31
2019,East Asia & Pacific,China,Cross-cutting,Grant,2.52
2018,East Asia & Pacific,China,Cross-cutting,Grant,3.41
2017,East Asia & Pacific,China,Cross-cutting,Grant,2.49
2016,East Asia & Pacific,China,Cross-cutting,Grant,1.81
2015,East Asia & Pacific,China,Cross-cutting,Grant,2.81
2022,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.01
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.01
2020,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.01
2019,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.01
2018,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.01
2019,East Asia & Pacific,China,Energy Efficiency,Grant,0.23
2021,East Asia & Pacific,China,Energy Efficiency,Grant,0.8
2018,East Asia & Pacific,Indonesia,Cross-cutting,Grant,0.04
2013,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,21.36
2016,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,15.91
2015,Sub-Saharan Africa,Tanzania,Energy Efficiency,Grant,2.04
2013,South Asia,India,Climate Adaptation,Grant,2.48
2022,South Asia,India,Climate Adaptation,Grant,3.89
2021,South Asia,India,Climate Adaptation,Grant,2.95
2020,South Asia,India,Climate Adaptation,Grant,0.68
2019,South Asia,India,Climate Adaptation,Grant,0.71
2018,South Asia,India,Climate Adaptation,Grant,2.11
2017,South Asia,India,Climate Adaptation,Grant,2.35
2016,South Asia,India,Climate Adaptation,Grant,3.18
2015,South Asia,India,Climate Adaptation,Grant,5.6
2019,Sub-Saharan Africa,Ghana,Cross-cutting,Grant,0.32
2017,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.76
2022,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.03
2020,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.02
2013,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.48
2022,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.35
2021,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.07
2017,Middle East & North Africa,Tunisia,Cross-cutting,Grant,0.04
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.91
2021,Middle East & North Africa,Jordan,Climate Adaptation,Grant,10.35
2020,Middle East & North Africa,Jordan,Climate Adaptation,Grant,10.59
2019,Middle East & North Africa,Jordan,Climate Adaptation,Grant,10.25
2018,Middle East & North Africa,Jordan,Climate Adaptation,Grant,10.3
2017,Middle East & North Africa,Jordan,Climate Adaptation,Grant,11.81
2016,Middle East & North Africa,Jordan,Climate Adaptation,Grant,10.17
2015,Middle East & North Africa,Jordan,Climate Adaptation,Grant,20.03
2014,Middle East & North Africa,Jordan,Climate Adaptation,Grant,8.01
2013,Middle East & North Africa,Jordan,Climate Adaptation,Grant,9.9
2013,Middle East & North Africa,Jordan,Cross-cutting,Grant,527.18
2022,Middle East & North Africa,Jordan,Cross-cutting,Grant,323.79
2021,Middle East & North Africa,Jordan,Cross-cutting,Grant,1267.98
2020,Middle East & North Africa,Jordan,Cross-cutting,Grant,1212.8
2019,Middle East & North Africa,Jordan,Cross-cutting,Grant,1106.41
2018,Middle East & North Africa,Jordan,Cross-cutting,Grant,1134.97
2017,Middle East & North Africa,Jordan,Cross-cutting,Grant,894.96
2016,Middle East & North Africa,Jordan,Cross-cutting,Grant,873.98
2015,Middle East & North Africa,Jordan,Cross-cutting,Grant,809.69
2016,South Asia,India,Cross-cutting,Grant,0.19
2022,South Asia,India,Cross-cutting,Grant,0.01
2020,South Asia,India,Cross-cutting,Grant,0.04
2019,South Asia,India,Cross-cutting,Grant,0.03
2020,South Asia,Nepal,Climate Adaptation,Grant,0.01
2018,South Asia,Nepal,Climate Adaptation,Grant,0.17
2017,South Asia,Nepal,Climate Adaptation,Grant,5.53
2015,South Asia,Nepal,Climate Adaptation,Grant,0.3
2013,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,2.38
2022,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.15
2021,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.01
2020,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.04
2019,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,0.2
2017,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,1.45
2016,Sub-Saharan Africa,Ethiopia,Cross-cutting,Grant,2.28
2021,South Asia,India,Cross-cutting,Concessional Loan,3262.16
2020,South Asia,India,Cross-cutting,Concessional Loan,1713.68
2019,South Asia,India,Cross-cutting,Concessional Loan,2586.31
2018,South Asia,India,Cross-cutting,Concessional Loan,2137.43
2017,South Asia,India,Cross-cutting,Concessional Loan,2212.0
2016,South Asia,India,Cross-cutting,Concessional Loan,1743.96
2015,South Asia,India,Cross-cutting,Concessional Loan,1497.56
2014,South Asia,India,Cross-cutting,Concessional Loan,1407.58
2013,South Asia,India,Cross-cutting,Concessional Loan,1357.76
2016,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.15
2015,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.06
2014,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.07
2013,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.16
2022,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.86
2021,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.7
2020,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.44
2019,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.26
2018,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,0.59
2016,Latin America & Caribbean,Argentina,Cross-cutting,Grant,4.56
2015,Latin America & Caribbean,Argentina,Cross-cutting,Grant,62.45
2014,Latin America & Caribbean,Argentina,Cross-cutting,Grant,41.77
2013,Latin America & Caribbean,Argentina,Cross-cutting,Grant,41.09
2022,Latin America & Caribbean,Argentina,Cross-cutting,Grant,115.84
2021,Latin America & Caribbean,Argentina,Cross-cutting,Grant,44.99
2020,Latin America & Caribbean,Argentina,Cross-cutting,Grant,48.01
2015,East Asia & Pacific,Philippines,Energy Efficiency,Grant,0.03
2022,East Asia & Pacific,Philippines,Energy Efficiency,Grant,0.5
2020,East Asia & Pacific,Philippines,Energy Efficiency,Grant,0.04
2019,East Asia & Pacific,Philippines,Energy Efficiency,Grant,0.13
2018,East Asia & Pacific,Philippines,Energy Efficiency,Grant,0.06
2017,East Asia & Pacific,Philippines,Energy Efficiency,Grant,0.03
2017,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.25
2022,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.1
2021,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.05
2020,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.5
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.75
2022,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.01
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,1.04
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.84
2019,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.62
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.69
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.71
2016,East Asia & Pacific,Philippines,Cross-cutting,Grant,1.37
2015,East Asia & Pacific,Philippines,Cross-cutting,Grant,1.78
2014,East Asia & Pacific,Philippines,Cross-cutting,Grant,4.59
2013,East Asia & Pacific,Philippines,Cross-cutting,Grant,2.07
2016,South Asia,India,Cross-cutting,Grant,267.88
2015,South Asia,India,Cross-cutting,Grant,256.52
2017,South Asia,Sri Lanka,Cross-cutting,Grant,0.01
2016,South Asia,Sri Lanka,Cross-cutting,Grant,0.01
2013,South Asia,Bangladesh,Cross-cutting,Grant,328.13
2020,South Asia,Bangladesh,Cross-cutting,Grant,120.27
2015,South Asia,Bangladesh,Cross-cutting,Grant,208.75
2013,Europe & Central Asia,Ukraine,Cross-cutting,Grant,1.46
2022,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.27
2019,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.87
2018,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.14
2017,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.87
2016,Europe & Central Asia,Ukraine,Cross-cutting,Grant,1.0
2015,Europe & Central Asia,Ukraine,Cross-cutting,Grant,1.1
2013,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.04
2022,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.03
2020,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.06
2019,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.08
2018,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.1
2017,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.13
2016,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.08
2015,Europe & Central Asia,Kazakhstan,Energy Efficiency,Grant,0.02
2013,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.02
2022,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.49
2021,Middle East & North Africa,Jordan,Cross-cutting,Grant,1.67
2020,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.6
2019,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.7
2018,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.41
2017,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.64
2016,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.55
2015,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.56
2022,Latin America & Caribbean,Mexico,Cross-cutting,Grant,23.03
2021,Latin America & Caribbean,Mexico,Cross-cutting,Grant,5.1
2020,Latin America & Caribbean,Mexico,Cross-cutting,Grant,112.78
2019,Latin America & Caribbean,Mexico,Cross-cutting,Grant,8.72
2018,Latin America & Caribbean,Mexico,Cross-cutting,Grant,7.46
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,8.82
2014,Latin America & Caribbean,Brazil,Energy Efficiency,Grant,0.01
2018,South Asia,Nepal,Cross-cutting,Concessional Loan,2.23
2017,South Asia,Nepal,Cross-cutting,Concessional Loan,1.71
2016,South Asia,Nepal,Cross-cutting,Concessional Loan,0.36
2015,South Asia,Nepal,Cross-cutting,Concessional Loan,0.27
2014,South Asia,Nepal,Cross-cutting,Concessional Loan,0.17
2021,South Asia,Nepal,Cross-cutting,Concessional Loan,1.48
2019,East Asia & Pacific,China,Cross-cutting,Grant,0.3
2013,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.34
2022,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.06
2021,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.13
2020,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.17
2016,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.01
2015,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.27
2021,Sub-Saharan Africa,Nigeria,Cross-cutting,Grant,2.62
2013,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.01
2022,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.07
2021,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.06
2020,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.09
2019,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.05
2018,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.06
2017,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.02
2016,Middle East & North Africa,Tunisia,Climate Adaptation,Grant,0.04
2017,Latin America & Caribbean,Brazil,Energy Efficiency,Grant,3.22
2021,Latin America & Caribbean,Brazil,Energy Efficiency,Grant,1.11
2020,Latin America & Caribbean,Brazil,Energy Efficiency,Grant,0.58
2019,Latin America & Caribbean,Brazil,Energy Efficiency,Grant,0.01
2014,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.06
2017,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.16
